Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
And. 1.65,Ἀμίαν τοῦτον ἐξ,Ἀμίαντον τὸν ἐξ,Reiske,1771,Lond. Burn. 95 (A),
And. 1.79,τά τε,τὰ δὲ,Reiske,1771,Lond. Burn. 95 (A),
And. 1.81,ἐπειδὴ,ἐπειδὴ δ ̓,Muretus,1804,Lond. Burn. 95 (A),apud Sluiter
And. 1.86,ἄνω γεγρ.,ἀναγεγραμμένους,Muretus,1804,Lond. Burn. 95 (A),apud Sluiter
And. 1.87,μηδὲν,μηδὲν μήτε,Baiter-Sauppe,1839–43,Lond. Burn. 95 (A),
And. 1.88,τῶν δημοσίων,τ. δὲ δ.,Reiske,1771,Lond. Burn. 95 (A),
And. 1.88,αἱ γραφαί,ἢ γ.,Reiske,1771,Lond. Burn. 95 (A),
And. 1.89,δοκιμάσαντες,-ας,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 1.90,α. τρ.,αὐτοῖς τοῖς τριάκοντα,Reiske,1771,Lond. Burn. 95 (A),
And. 1.91,-ο π.,ἄλλῳ πείσομαι,Samuel Petit,1741,Lond. Burn. 95 (A),p. 29
And. 1.96,ἐάν τις,Αἰαντίς,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 1.101,ἀπὸ τ. τ.,ὑπὸ τῶν τριάκοντα,Valckenaer,1804,Lond. Burn. 95 (A),apud Sluiter
And. 1.105,ἢ χρὴ,εἰ χ.,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 1.105,ε. -οὺς,εἰ αὐτοῖς,Reiske,1771,Lond. Burn. 95 (A),
And. 1.107,-ας,προτάξαντες,J. O. Sluiter,1804,Lond. Burn. 95 (A),
And. 1.111,προστά-,προσάξειν,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 1.113,μὲν τὼ,με τὼ,Reiske,1771,Lond. Burn. 95 (A),
And. 1.116,δὴ ν.,δὲ νόμον,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 1.116,-ας,Ἀνδοκίδης,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 1.116,τιθ-,θεὶς,Reiske,1771,Lond. Burn. 95 (A),'in aor. 2'
And. 1.119,ἀξι- ἂ.,ἠξιοῦμεν ἂν,Reiske,1771,Lond. Burn. 95 (A),
And. 1.120,-ῃ,ταύτην,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 1.122,Ἐπεχάρην,Ἐπιχάρη,Valckenaer,1804,Lond. Burn. 95 (A),apud Sluiter
And. 1.125,ἦ. μὲν ε.,ἦν μὴ εἶναι,Reiske,1771,Lond. Burn. 95 (A),
And. 1.126,ε. ὑ.,εἶναί οἱ ὑὸν,Muretus,1804,Lond. Burn. 95 (A),apud Sluiter
And. 1.128,τ. -ίῳ,τῷ παιδὶ,P. P. Dobree,1820,Lond. Burn. 95 (A),apud Dobson p. lix
And. 1.133,-ον π.,ὀλίγου πραθείσης,Reiske,1771,Lond. Burn. 95 (A),'scil. ἀργυρίου'
And. 1.134,ἀπελάσας καὶ τούτους καὶ,ἀ. δὲ τ. κ.,Reiske,1771,Lond. Burn. 95 (A),
And. 1.141,-ες,ἀναμνησθέντας,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 1.144,ἔτι εἰδότα μὲν,ἔ. δ' ε. μ.,Reiske,1771,Lond. Burn. 95 (A),δὲ A
And. 1.146,τ. αὖ ὄ.,τότ ̓ ἦν ὄνειδος,Reiske,1771,Lond. Burn. 95 (A),
And. 2.5,ἡ-,ὑμῖν,Valckenaer,1804,Lond. Burn. 95 (A),apud Sluiter
And. 2.5,τῷ πρώτῳ τούτῳ εἰπόντι,τ. π. τοῦτο ε.,Reiske,1771,Lond. Burn. 95 (A),
And. 2.5,ἐ. τὸ ε.,ἐπὶ τῷ εὖ,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 2.6,εὐδαιμο-,εὐγνωμονέστεροι,Didier Hérauld,†1650,Lond. Burn. 95 (A),jurisconsulte
And. 2.7,-η μ.,ἀνάγκην μοι,Reiske,1771,Lond. Burn. 95 (A),
And. 2.7,αὐτὸ μ. ἀφέντ-,αὐτὸν μὲν ἀφεθέντα,Reiske,1771,Lond. Burn. 95 (A),'subaudi ἐμὲ'
And. 2.8,-ησεν,ἐπεφόβησθε,Reiske,1771,Lond. Burn. 95 (A),"'sec. plur. plusquamperf. passivi, ita timebatis vosmet ipsos mutuo'"
And. 2.8,πᾶν ἰαθῆναι,παυθῆναι,Reiske,1771,Lond. Burn. 95 (A),
And. 2.11,ἢ -ον,ἢ ὅσου,Reiske,1771,Lond. Burn. 95 (A),
And. 2.12,μὴ δι' α.,μηδ' αὐτοὺς,Reiske,1771,Lond. Burn. 95 (A),'ne ipsos quidem'; μηδὲ A
And. 2.14,οἱ τ. ἐ.,τὰ ἐναντία,Reiske,1771,Lond. Burn. 95 (A),
And. 2.17,-ᾷν,δαπάνης,J. O. Sluiter,1804,Lond. Burn. 95 (A),
And. 3.6,εὑρέ-,ᾑρέθησαν,Henri Estienne,1575,Ambros. D 42 sup. (Q),
And. 3.6,τί δαί,τί δέ,Reiske,1771,Lond. Burn. 95 (A),
And. 3.10,ἄλλο ὅ τι,ἄ. τ.,J. O. Sluiter,1804,Lond. Burn. 95 (A),
And. 3.12,ἐ. μ. γέγ. τεί.,ἐκεῖ μὲν γὰρ γέγραπται τὰ τείχη,Reiske,1771,Lond. Burn. 95 (A),
And. 3.13,ο. γ. π.,οἶμαι γὰρ ἂν πάντας,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 3.14,-γῆσαι,ναυπηγεῖσθαι,Reiske,1771,Lond. Burn. 95 (A),
And. 3.15,μ. δοκεῖ,μοι δοκοῦμεν,Reiske,1771,Ambros. D 42 sup. (Q),
And. 3.17,ν. δ ̓ αὕτως,νῦν δ ̓ αὐτοῖς,Reiske,1771,Lond. Burn. 95 (A),
And. 3.18,κ. ὑ. ἡ.,καὶ οὐχ ὑφ ̓ ἡμῶν,Reiske,1771,Lond. Burn. 95 (A),'neque remittunt ista a nobis coacti'
And. 3.21,π. ὑ-,περὶ ἡμῶν,J. G. Baiter,1839–43,codd.,
And. 3.23,-οις,εὑρομένους,Reiske,1771,Lond. Burn. 95 (A),
And. 3.26,"καὶ φασί τινες, ἂν","ναί, φασί τινες, ἂν",Reiske,1773,Lond. Burn. 95 (A),'nae'
And. 3.26,ο. ὑ-,οὖν ἡμῶν,J. G. Baiter,1839–43,codd.,
And. 3.27,συνοικοῦντ-,συννικῶντας,Reiske,1771,Lond. Burn. 95 (A),
And. 3.29,τοῦ βασιλέως,τῷ β.,Bekker,1822,Ambros. D 42 sup. (Q),
And. 3.30,-ώμεθα,βουλοίμεθα,Reiske,1771,Lond. Burn. 95 (A),
And. 3.32,τ. δ. σ. Ἀ.,τὴν δὲ συμμαχίαν τὴν Ἀργείων,Blass,1871,Ambros. D 42 sup. (Q),
And. 3.41,-εσθαι,ποιήσασθαι,Henri Estienne,1575,Ambros. D 42 sup. (Q),
And. 3.41,δι' ὑ-,δι ̓ ἡμᾶς,Reiske,1771,Ambros. D 42 sup. (Q),
And. 4.2,δὲ καὶ,μὲν καὶ,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 4.6,ῥᾴδιον δὲ ἐντεῦθεν,ῥ. δὲ καὶ ἐ.,Reiske,1771,Lond. Burn. 95 (A),
And. 4.7,-ωμεν,ποιήσαιμεν,Muretus,1804,Lond. Burn. 95 (A),apud Sluiter
And. 4.10,βιότη-,βιαιότητος,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 4.11,διπλάσει-,διπλασιάσειεν,Reiske,1771,Ambros. D 42 sup. (Q),Muretus?
And. 4.12,ε. -ῆσθε,εἴπερ ἡγεῖσθε,Reiske,1771,Lond. Burn. 95 (A),
And. 4.14,ὑπ-,ἐπεδείξατο,Reiske,1771,Lond. Burn. 95 (A),
And. 4.17,ἀπ-,ἐπηνάγκασε,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 4.18,-βούλ-,συμβόλοις,Reiske,1771,Lond. Burn. 95 (A),
And. 4.21,τ. μ.,μὲν τοσαῦτα,Blass,1871,Ambros. D 42 sup. (Q),
And. 4.27,τοὺς μὲν -μένους,τ. μ. ἀφαιρούμενος,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 4.30,-αν,προσέταξε(ν),J. O. Sluiter,1804,Lond. Burn. 95 (A),
And. 4.33,Κόνω-,Κίμωνα,Henri Estienne,1575,Lond. Burn. 95 (A),
And. 4.35,οὐδὲν,οὐδένα,Reiske,1771,Lond. Burn. 95 (A),
And. 4.41,εἰς Θ. καὶ Μ. κ. ε. Μ.,εἰς Θ. καὶ εἰς Μ. καὶ εἰς Μ.,Hermann Sauppe,1839–43,Ambros. D 42 sup. (Q),
And. 4.42,ἐν ἀν.,εὐανδρίᾳ,Joannes Meursius,1617,Lond. Burn. 95 (A),p. 260
Antig. Mir. 50,-αι,ποιοῦντα,J. N. Niclas,1791,Palat. gr. 398,apud Beckmann
Antig. Mir. 152,-νίθων,ὀρνέων,F. J. Bast,1809,Anon.Vat. c. 14,p. 95
Antipho 1.1,ἔχοιμι,ἔχει μοι,J. M. Gesner,1743,NA1,ad Luc. Bis Acc. p. 806
Antipho 1.5,ἐκ προβουλῆς -ίας,ἐ. π. ἀκουσίως,John Taylor,1773,NA,apud Reiske p. 848
Antipho 1.6,ἓν ο.,εὖ οἶδεν,John Taylor,1773,codd.,apud Reiske p. 848
Antipho 1.17,-α,διακονοῦσαν,Reiske,1773,Bodl. Auct. T.2.8 (N),
Antipho 1.22,ἐποι-,ποιήσατε,Bekker,1823,Npc,
Antipho 2.1.5,εἶχ-,εἷλεν,Valckenaer,1768,codd.,ad Eur. Hipp. 1002
Antipho 2.2.7,ὑ. τε τ.,ὑπό τε γὰρ τοῦ,Reiske,1773,NAB,
Antipho 2.2.9,ληφ-,λειφθείς,J. M. Gesner,1773,Bodl. Auct. T.2.8 (N),apud Reiske p. 838 ('relictus in urbe')
Antipho 2.2.9,ληφ-,λειφθείς,John Taylor,1773,Bodl. Auct. T.2.8 (N),apud Reiske p. 848
Antipho 2.3.2,ὀ. ὑπ ̓ αὐτοῦ,ὀφθέντες ὑπ ̓ αὐτῶν,Reiske,1773,NA,
Antipho 2.3.5,πῶς,πᾶς,Bekker,1823,Bodl. Auct. T.2.8 (N),
Antipho 2.3.7,πῶς,πᾶς,Reiske,1773,NA,
Antipho 3.1.2,μ. ἐ.,μὲν οὐδὲν ἐνθύμιον,Hemsterhuis,1735,NAB,Misc. obs. v/iii p. 59
Antipho 3.2.10,τοῦ ν. ὑ. τε τῶν π.,τῶν πραχθέντων ὑπό τε τοῦ νόμου,Reiske,1773,NApc,
Antipho 3.2.12,ὁμοί-,ὁσίως,Reiske,1773,NAB,
Antipho 3.3.4,αὐτὴν τὴν,αὐθέντην,Valckenaer,1767,codd.,Diatribe p. 189
Antipho 3.3.4,προκ-,προσκαταγνωσθέντα,Reiske,1773,codd.,p. 934
Antipho 3.3.7,-ίως κ.,ἀκουσίοις κακοῖς,Reiske,1773,NA,
Antipho 3.4.4,μ. πονήσ-,μήτε ἐπινοήσας,Valckenaer,1767,Bodl. Auct. T.2.8 (N),Diatribe p. 189
Antipho 4.4.3,ὅδε δ.,ὅ γε διωκόμενος,Reiske,1773,Apc,
Antipho 5.24,-εν,ἄλλοθι,Henri Estienne,1575,NA,
Antipho 5.37,ψ. ἀ.,τῷ ψεύδεσθαι ἀπώλλυτο,Reiske,1773,A2,
Antipho 5.50,-αντι,προτείναντας,Reiske,1773,Bodl. Auct. T.2.8 (N),'scil. ὑμᾶς'
Antipho 5.72,ᾧ β.,ὃ βουλεύεται,Henri Estienne,1575,Stob.,
Antipho 5.80,ἐ. μ.,ἐὰν μὲν γὰρ,Reiske,1773,NAB,
Antipho 5.94,τὰ δ.,τὰ μὴ δίκαια,Reiske,1773,NAB,
Antipho 5.94,οὔτι,οὔ τοι,Reiske,1773,NABZ,
Antipho 5.96,"-ων, ὡ.","πάσχω, ὡς",Reiske,1773,NAB,
Antipho 6.18,τοῦτο κ.,τούτου κρατεῖ,Reiske,1773,NAB,
Antipho 6.21,ἐ.,ἐπειδὴ δὲ,Reiske,1773,codd.,
Antipho Soph. fr. 9,ἀντιφάνης,ἀντιφῶν,Meineke,1860,cod. Farnes. (F),
Antisth. Aj. 7,γνωσθήσεσθε,γνώσεσθε,Reiske,1773,cod. ap. Cripp. (C),
Antisth. Od. 13,-ῶν -ώτατα,κακὼ ἐναντιωτάτω,Reiske,1773,cod. ap. Cripp. (C),'in duali'
Ap. Rhod. 1.74,ἦεν κτλ.,ᾖεν,Arthur Platt,1914–9,Palat. gr. 186 (V),
Ap. Rhod. 1.372,πρώραν,πρώειραν,Bergk,n.d.,Et.Gen.,
Ap. Rhod. 1.749,ἀμειβό-,ἀμυνόμενοι,Jeremias Hoelzlin,1641,Laur. Plut. 32.16 (S),
Ap. Rhod. 1.883,-κέως,ἐνδυκὲς,Janus Rutgersius,1618,Et.Gen.,'Rutgersius – an ugly word to my thinking' (Bywater)
Ap. Rhod. 1.941,-τον,Ἄρκτων,Hoelzlin,1641,schLa,
Ap. Rhod. 1.990,φράξαν,φράσσον,Fränkel,1961,P.Oxy. LXIV 4414,
Ap. Rhod. 1.990,-ίοιο,ἀπειρεσίῃσι,Arthur Platt,1914,P.Oxy. LXIV 4414,Journ. of Phil. 33 (1914) 12–3
Ap. Rhod. 2.119,μέλαν τεταγών,μάλ᾽ ἀντεταγών,Sanctamandus,n.d.,P.Oxy. XXXIV 2697,
Ap. Rhod. 2.171,νεφ-,λαιφέων,Naber,n.d.,P.Oxy. LXXXIV 5417,
Ap. Rhod. 2.177,βιθυνηίδι,θυνηίδι,Meineke,n.d.,schL lm.,
Ap. Rhod. 2.217,ἧς,ᾗ,Brunck,1780,Et.,
Ap. Rhod. 2.906,-νάσσατο,κατενίσσετο,Naber,n.d.,P.Oxy. LXXXIV 5417,ac
Ap. Rhod. 2.921,ἔδυνε μέλαν,ἔδυ μέλανα,Bywater,n.d.,P.Oxy. XXXIV 2694,] μελανα
Ap. Rhod. 2.926,-οντο,χεύαντο,Brunck,1780,Et.,
Ap. Rhod. 2.989,ἔ. μέμηλε(ν),ἔργα μεμήλει,Brunck,1780,P.Oxy. LXXXIV 5417,]γ̣’ ε̣μεμη̣λει; hoc flagitat temporum ratio
Ap. Rhod. 2.1017,habent,del.,Arthur Platt,1914–9,P.Oxy. LXXXIV 5417,
Ap. Rhod. 2.1260,ἀλημο-,δαημοσύνῃσιν,George d'Arnaud,1730,marg. E2,
Ap. Rhod. 3.158,-ροιο,μεγάλοιο,Eduard Gerhard,1816,Strassb.,
Ap. Rhod. 3.201,-μαδοί,πρόμαλοι,Henri Estienne,1574,Et.Gen. et EM,
Ap. Rhod. 3.254,om.,π̣ο̣δων,Florent Chrestien,s.xvi ex.,P.Oxy. LXXXIV 5421,"F. Vian, Bibliothèque d’Humanisme et Renaissance 34 (1972) 478, 482"
Ap. Rhod. 3.685,θῦεν,θυῖεν,Rudolf Merkel,1852–4,Laur. Plut. 32.16 (S),
Ap. Rhod. 3.745,ναῦται,ναυτίλοι,Porson,s.xviii/xix,P.Oxy. IV 690,ναυ]τίλο̣ι
Ap. Rhod. 3.909,κατὰ,μετὰ,Henri Estienne,1574,P.Oxy. IV 691,μ[
Ap. Rhod. 3.944,εὖτ',ε̣ϲτ',Ziegler,n.d.,P.Oxy. XXXIV 2693,
Ap. Rhod. 3.1076,-ην,πασιφάης,Henri Estienne,1574,PE,
Ap. Rhod. 3.1214 sq. schol.,-υσὶ,δρυῒ,Friedrich Ellendt,1835,Paris. 2727 (P),"1, 450 sq."
Ap. Rhod. 3.1226 schol.,ἠμφίεστο,ὑφέεστο,A. F. Naeke,1833–7,Laur. 32.9 (L),Rh. Mus. 2-5
Ap. Rhod. 4.86,τόνδε,τόνγε,Brunck,1780,P.Oxy. IV 692,
Ap. Rhod. 4.438,ὥς,ὧ,Brunck,1780,P.Oxy. XXXIV 2694,
Ap. Rhod. 4.464,ἐπᾶλτο,ἐξᾶλτο,Jeremias Hoelzlin,1641,P.Oxy. LXXXIV 5421,
Ap. Rhod. 4.726,ἀπ',επ,Fränkel,1961,P.Oxy. LXXXIV 5421,pc
Ap. Rhod. 4.852,ἡ,στῆ,Fränkel,1961,P.Oxy. LXXXIV 5421,pc
Ap. Rhod. 4.978,-εσσι,κεράασι,Eduard Gerhard,1816,Laur. Plut. 32.16 (S),p. 157
Ap. Rhod. 4.1129,ε. ἐ.,εὐαγέως τ' ἐπιβώμια,Fränkel,1961,P.Oxy. XXXIV 2691,ευαγεωϲ τ ε̣[
Ap. Rhod. 4.1487,αὐλείτης/αὐλήτης,αὐλίτης,Rudolf Merkel,1852–4,Et.Gen.,
Apollod. Π. θεῶν 20,-βαφεῖς,μελαμβαθεῖς,Brunck,1786,F,
App. BC 4.169,-εύετο,ἐστράτευτο,Bekker,1852–3,Marc. 387 (B),
App. BC 4.553,ἔκ τε,ἐκ δὲ,Bekker,1852–3,Marc. 387 (B),
App. Hisp. 115,-ων,Ῥωμαίοις,Henri Estienne,1557,exc. Const.,
App. Hisp. 255,εἰρήνῃ φησὶν,ε. φασὶν,Henri Estienne,1557,exc. Const.,
App. Pun. 274,-ὸν,αὐτῶν,Reiske,1785,exc. Const.,apud Schweighäuser
App. Syr. 351,-εύεσθ-,βουλεύσεσθαι,Henri Estienne,1557,Vratisl. Rhedig. 14 (d),
App. fr. 10.12,λαθ-,λαβεῖν,Fulvio Orsini,1582,Vat. gr. 73 (Z),
App. fr. 10.13,ἐπιγελάσας,ἐ. δ',Johannes Schweighäuser,1785,Vat. gr. 73 (Z),
Ar. Ach. 46,οὔ,οὐκ,Odoard Biset,1570,Paris. gr. 2715 (B),
Ar. Ach. 60,πρυτανεύσητε,-εύητε,Meineke,n.d.,P.Oxy. LXVI 4510,
Ar. Ach. 68,ἐτρυχόμεσθα,-μεθα,Bentley,s.xviii in.,Bodl. Holkh. Gr. 88 (L),"apud Burges, Classical Journal xi, xii, xiii"
Ar. Ach. 171,-μί' ἐστι,διοσημία 'στι,Elmsley,1809,P.Oxy. LXVI 4510,E. was an heir
Ar. Ach. 238,σίγα,σῖγα,Bentley,s.xviii in.,c,
Ar. Ach. 296,γ' ἂν,ἄν γ',Bentley,s.xviii in.,Γ3,
Ar. Ach. 297,σύ μοι,μοι σὺ,Hermann,s.xviii/xix,P.Oxy. LXVI 4510,
Ar. Ach. 323,γ' ἆρα,τἄρα,Elmsley,1809,P.Oxy. LXVI 4510,
Ar. Ach. 325,δήξομαι γὰρ (vel γ' ἄρ') ὑμᾶς,δήξομἄρ' ὑμᾶς,Bentley,s.xviii in.,P.Oxy. LXVI 4510,
Ar. Ach. 401,σαφῶς,σοφῶς,Valckenaer,1757,Rav. 429 (R),
Ar. Ach. 454,γε,σε,Bentley,s.xviii in.,Paris. gr. 2715 (B),
Ar. Ach. 623,γε καὶ,γε,Bentley,s.xviii in.,BKT V/II 231,
Ar. Ach. 636,ο. πρέσβεις ἀ. τ. πόλεων,ἀπὸ τῶν πόλεων οἱ πρέσβεις,Bentley,s.xviii in.,BKT V/II 231,
Ar. Ach. 671,-κλῶσι/-κλοῦσι,ἀνακυκῶσι,Bergler,n.d.,Rav. 429 (R),
Ar. Ach. 819,Ἑρμ᾽ ἐμπολαῖε,Ἑρμᾶ ᾽μπολαῖε,Scaliger,n.d.,BKT V/II 231,
Ar. Ach. 912,δαὶ,δὲ,Bentley,s.xviii in.,BKT V/II 231,
Ar. Ach. 917,θρυαλλίδας,θρυαλλίδα,Elmsley,1809,BKT V/II 231,
Ar. Ach. 928,φορούμενος,φερόμενος,Brunck,1783,BKT V/II 231,
Ar. Ach. 960,ταυτησὶ τῆς,ταυτησὶ,P. P. Dobree,s.xviii/xix,BKT V/II 231,
Ar. Ach. 970,κιχλᾶν,κιχλῶν,Valckenaer,1757,Rav. 429 (R),
"Ar. Ach. 1111, 1112",ἢ,ἦ,G. H. Schaefer,n.d.,Paris. gr. 2712 (A),
Ar. Ach. 1175,-ρίῳ,χυτριδίῳ,Dawes,n.d.,Rav. 429 (R),
Ar. Av. 75,γὰρ (ἅτ’),γ’ ἅτ’,Valckenaer,1757,Rav. 429 (R),
Ar. Av. 213,-η διεροῖς,ἐλελιζομένης δ᾽ ἱεροῖς,Meineke,1839–57,Haun. 1980 (H),
Ar. Av. 463,-χεῖσθαι/-χεῖσθε,κατάκεισθε,Bentley,s.xviii in.,anon. Parisinus,
Ar. Av. 494a schol.,μᾶτερ/μάτερ,μάτηρ,Elmsley,1821,M9Lh,
Ar. Av. 520,ὤμνυέ τ'/ὠμνύετ,ὤμνυ τ',Bentley,s.xviii in.,Marc. gr. 475 (G),
Ar. Av. 575,Ἶριν,Ἔρην,Bentley,s.xviii in.,Ambros. L 39 sup. (M),
Ar. Av. 576,-ψει,πέμπει,Thomas Tyrwhitt,1822,anon. Parisinus,
Ar. Av. 689,τοῖσιν,alterum τοῖς,Charles Daubuz,1710,Paris. gr. 2715 (B),
Ar. Av. 765 schol.,-φω,ἀναγράφει,Bentley,s.xviii in.,cod. Ambr. M,
Ar. Av. 880 schol.,ὑμ-,ἡμῖν,Meineke,1839–57,cod. Ambr. M,
Ar. Av. 1069,om.,πάνθ',Ludolph Dissen,n.d.,P.Louvre ed. Weil = Austin 42,
Ar. Av. 1078,ἀγάγῃ,ἀπαγάγῃ,Bergk,1852–7,P.Louvre ed. Weil = Austin 42,
Ar. Av. 1080,πᾶσι,om.,Triclinius,s.xiv in.,P.Louvre ed. Weil = Austin 42,
Ar. Av. 1115,μήνην,μῆν',P. P. Dobree,s.xviii in.,Marc. gr. 475 (G),
Ar. Av. 1308,οὐκ ἄρα,οὐκ ἆρα,Ludolf Küster,1710,Paris. gr. 2715 (B),
Ar. Av. 1314,καλεῖ,καλοῖ,Valckenaer,1757,Γ s.l. et Bp,
Ar. Av. 1322,εὐήμερον,εὐά-,Brunck,1783,Paris. gr. 2715 (B),
Ar. Av. 1669,ἐς,εἰς,Jan van Leeuwen,1902,P.Oxy. LXVI 4516,
Ar. Av. 1669,-τορες,φράτερας,Dindorf,1822,P.Oxy. LXVI 4516,
Ar. Av. 1671,αἰκίαν,αἴκειαν,Lenting,1839,P.Oxy. LXVI 4516,
Ar. Av. 1672,καταστήσω,καταστήσας,R. B. Hirschig,1849,P.Oxy. LXVI 4516,
Ar. Av. 1691,σὺ τὰ,σὺ,Frederick H. M. Blaydes,1882,Estensis α.U.5.10 (E),
Ar. Av. 1693,διδότω,δότω,Valckenaer,1757,ΓUL,
Ar. Eccl. 51,Φιλοδωρίτου,Φιλοδωρήτου,Valckenaer,1757,Paris. gr. 2712 (A),
Ar. Eccl. 275,τ' άπερ/τάπερ,γ᾽ ἅπερ,Jonathan Toup,s.xviii med.,Paris. gr. 2712 (A),
Ar. Eccl. 281,Πνύκ᾽/Πνύχ᾽,Πύκν᾽,Musurus,n.d.,Perus. H 56 (Λ),
Ar. Eccl. 346,ἵεμαι,ἱέμην,Brunck,n.d.,Paris. gr. 2715 (B),
Ar. Eccl. 404,χρὴ,χρῆν,Musurus,n.d.,Perus. H 56 (Λ),
Ar. Eccl. 456,ταύταις,αὐταῖς,Bergk,n.d.,Paris. gr. 2715 (B),
Ar. Eccl. 652,-ῶς,λιπαρῷ,Bentley,s.xviii in.,P.Mich. inv. 6649,
Ar. Eccl. 707,λαβούσας,λαβόντας,Valckenaer,1757,Rav. 429 (R) et Perus. H 56 (Λ),tacite
Ar. Eccl. 710,νῦν,νυν,F. H. Bothe,n.d.,Paris. gr. 2715 (B),
Ar. Eccl. 1124,ἔχει/ἔχοι,ἔχῃ,Valckenaer,1757,Perus. H 56 (Λ),tacite
Ar. Eq. 84b schol.,πλεῖον/πλείω,πλείους,Dindorf,1837,Estensis α.U.5.10 (E),
Ar. Eq. 143,ἐξολῶν,ἐξελῶν,Valckenaer,1757,Rav. 429 (R) et sch.,V. cites the scholia
Ar. Eq. 424,-υον vel sim.,ἀπώμνυν,Bentley,s.xviii in.,G et Par 6,
Ar. Eq. 545,-ῶς,σωφρονικὸς,Brunck,1783,Paris. gr. 2715 (B),
Ar. Eq. 726,om.,alterum ὦ,Elmsley,1809,P.Oxy. LXXIX 5196,
Ar. Eq. 802,-ξῃς/-σῃς vel sim.,ἁρπάζῃς,Bentley,s.xviii in.,Paris. gr. 2715 (B),
Ar. Eq. 873,-ον,ὅσων,Bentley,s.xviii in.,Bpc,
Ar. Eq. 881,τηλικουτονί,τηλικοῦτον,Valckenaer,1757,Laur. 31.13 (X),
Ar. Eq. 895,τοῦ,τὸν,Bentley,s.xviii in.,Paris. gr. 2712 (A),
Ar. Eq. 981,γένοιθ',’γένεθ',Scaliger,n.d.,schol. Γ,
Ar. Eq. 1017,ἐκέλευσ',ἐκελευ',Frederick H. M. Blaydes,1882,P.Oxy. XI 1373,
Ar. Eq. 1046,-ροῦν,σιδήρου,Bergk,n.d.,P.Bingen 18,ac
Ar. Eq. 1058,φράσαι/φράζευ,φρασ]σαι,Brunck,1783,P.Oxy. XI 1373,
Ar. Eq. 1070,ἑκάστοτε,ἑκάστοθ᾽ ἃς,Frederick H. M. Blaydes,1882,P.Oxy. XXXI 2545,
Ar. Eq. 1158,φράσεις,-ῃς,Porson,n.d.,VΓ,
Ar. Lys. 81,om.,τὼ,Reisig,n.d.,schol. R et Mu2,
Ar. Lys. 106,πορπατιϲ-,πορπακιϲάμενοϲ,Ludolf Küster,1710,schol. O,lm.
Ar. Lys. 126,μοι μυᾶτε,μοιμυᾶτε,L. Dindorf,n.d.,schol. O,lm.
Ar. Lys. 180,τάδε,τᾷδε,Bentley,s.xviii in.,P.Bodl. Gr. class. e. 87,
Ar. Lys. 427,ἀλλ’,ἄλλ’,Valckenaer,1757,MS (Brunck 1781),
Ar. Lys. 476,τοῖσι(ν),τοῖς,Bentley,s.xviii in.,Paris. gr. 2715 (B),
Ar. Lys. arg. 1.15,-πληγεὶς,καταπλαγεὶς,Ludolf Küster,1710,Bodl. Barocci 38B (O),
Ar. Nub. 137,ἐξευρ-,ἐξηυρημένην,Porson,n.d.,Paris. gr. 2712 (A),
Ar. Nub. 185,δοκοῦϲιν ἐ.,δοκοῦϲ᾽ ἐοικέναι,Bentley,1708,Neap. II F 22 (Np1),per litt.
Ar. Nub. 366,ἡμῖν,ὑμῖν,Charles Daubuz,1710,Eac Ψ,
Ar. Nub. 451,ματιολ-,ματτυολοιχός,Bentley,1708,Harl. 5725 (Ln5),
Ar. Nub. 507,μελιττοῦταν,μελιτοῦτταν,Valckenaer,s.xviii ex.,Laur. Conv. Soppr. 140,
Ar. Nub. 533,ὑμῖν,ὑμῶν,Hermann Sauppe,n.d.,Marc. gr. 473 (V3),s.l.
Ar. Nub. 538,σκύτινον,σκυτίον,P. P. Dobree,s.xviii/xix,XLn5,
Ar. Nub. 615,ὑμᾶς κοὐκ,ὑμᾶς δ᾽ οὐκ,Bentley,1708,Lpc,
Ar. Nub. 862,πειθ-,πιθόμενος,Bentley,1708,Θpc,
Ar. Nub. 872,κρέμαιό γ᾽,κρέμαι᾽,Bentley,1708,Matrit. 4683 (Md1),
Ar. Nub. 933,-βάλλεις,ἐπιβάλλῃς,Brunck,1783,recc.,
Ar. Nub. 1379,γ᾽ ἄν/γὰρ,γε,Dindorf,n.d.,P.Stras. inv. 621,
Ar. Pax 83,-ρῶς,σοβαρὸς,Cobet,n.d.,Rhet. lex. τότ Naoumides,lm.
Ar. Pax 475,Ἀ-,Ἁργεῖοι,Dindorf,n.d.,Marc. gr. 474 (V),
Ar. Pax 715,σ. β.,βουλὴ σὺ,Bentley,s.xviii in.,schol.,
